OBJECTID,Short_Name,Full_Name
2911,B16004e40,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2912,B16004m40,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2913,B16004e41,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Population 5 years and over -- (Estimate)
2914,B16004m41,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Population 5 years and over -- (Margin of Error)
2915,B16004e42,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "very well": Population 5 years and over -- (Estimate)
2916,B16004m42,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2917,B16004e43,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "well": Population 5 years and over -- (Estimate)
2918,B16004m43,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2919,B16004e44,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "not well": Population 5 years and over -- (Estimate)
2920,B16004m44,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2921,B16004e45,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2922,B16004m45,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2923,B16004e46,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Population 5 years and over -- (Estimate)
2924,B16004m46,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Population 5 years and over -- (Margin of Error)
2925,B16004e47,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak only English: Population 5 years and over -- (Estimate)
2926,B16004m47,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak only English: Population 5 years and over -- (Margin of Error)
2927,B16004e48,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Population 5 years and over -- (Estimate)
2928,B16004m48,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Population 5 years and over -- (Margin of Error)
2929,B16004e49,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "very well": Population 5 years and over -- (Estimate)
2930,B16004m49,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "very well": Population 5 years and over -- (Margin of Error)
2931,B16004e50,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "well": Population 5 years and over -- (Estimate)
2932,B16004m50,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "well": Population 5 years and over -- (Margin of Error)
2933,B16004e51,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "not well": Population 5 years and over -- (Estimate)
2934,B16004m51,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "not well": Population 5 years and over -- (Margin of Error)
2935,B16004e52,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Estimate)
2936,B16004m52,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2937,B16004e53,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
2938,B16004m53,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Population 5 years and over -- (Margin of Error)
2939,B16004e54,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Estimate)
2940,B16004m54,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2941,B16004e55,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Estimate)
2942,B16004m55,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2943,B16004e56,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Estimate)
2944,B16004m56,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2945,B16004e57,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2946,B16004m57,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2947,B16004e58,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
2948,B16004m58,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
2949,B16004e59,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Estimate)
2950,B16004m59,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2951,B16004e60,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Estimate)
2952,B16004m60,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2953,B16004e61,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Estimate)
2954,B16004m61,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2955,B16004e62,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2956,B16004m62,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2957,B16004e63,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Population 5 years and over -- (Estimate)
2958,B16004m63,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Population 5 years and over -- (Margin of Error)
2959,B16004e64,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "very well": Population 5 years and over -- (Estimate)
2960,B16004m64,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2961,B16004e65,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "well": Population 5 years and over -- (Estimate)
2962,B16004m65,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2963,B16004e66,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "not well": Population 5 years and over -- (Estimate)
2964,B16004m66,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2965,B16004e67,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2966,B16004m67,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2967,C17002e1,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Total: Population for whom poverty status is determined -- (Estimate)
2968,C17002m1,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Total: Population for whom poverty status is determined -- (Margin of Error)
2969,C17002e2,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Under .50: Population for whom poverty status is determined -- (Estimate)
2970,C17002m2,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Under .50: Population for whom poverty status is determined -- (Margin of Error)
2971,C17002e3,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: .50 to .99: Population for whom poverty status is determined -- (Estimate)
2972,C17002m3,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: .50 to .99: Population for whom poverty status is determined -- (Margin of Error)
2973,C17002e4,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.00 to 1.24: Population for whom poverty status is determined -- (Estimate)
2974,C17002m4,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.00 to 1.24: Population for whom poverty status is determined -- (Margin of Error)
2975,C17002e5,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.25 to 1.49: Population for whom poverty status is determined -- (Estimate)
2976,C17002m5,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.25 to 1.49: Population for whom poverty status is determined -- (Margin of Error)
2977,C17002e6,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.50 to 1.84: Population for whom poverty status is determined -- (Estimate)
2978,C17002m6,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.50 to 1.84: Population for whom poverty status is determined -- (Margin of Error)
2979,C17002e7,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.85 to 1.99: Population for whom poverty status is determined -- (Estimate)
2980,C17002m7,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.85 to 1.99: Population for whom poverty status is determined -- (Margin of Error)
2981,C17002e8,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 2.00 and over: Population for whom poverty status is determined -- (Estimate)
2982,C17002m8,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 2.00 and over: Population for whom poverty status is determined -- (Margin of Error)
2983,B17010e1,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Total: Families -- (Estimate)
2984,B17010m1,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Total: Families -- (Margin of Error)
2985,B17010e2,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Families -- (Estimate)
2986,B17010m2,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Families -- (Margin of Error)
2987,B17010e3,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: Families -- (Estimate)
2988,B17010m3,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: Families -- (Margin of Error)
2989,B17010e4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Estimate)
2990,B17010m4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Margin of Error)
2991,B17010e5,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Estimate)
2992,B17010m5,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Margin of Error)
2993,B17010e6,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Estimate)
2994,B17010m6,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Margin of Error)
2995,B17010e7,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Estimate)
2996,B17010m7,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Margin of Error)
2997,B17010e8,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Estimate)
2998,B17010m8,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Margin of Error)
2999,B17010e9,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Families -- (Estimate)
3000,B17010m9,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Families -- (Margin of Error)
3001,B17010e10,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: Families -- (Estimate)"
